CarModel,ImgUrl,MPG,UserEco
 2016 Ford Mustang Convertible,http://www.fueleconomy.gov/feg/photos/2016_Ford_Mustang_GT_Conv.jpg,23,NA
 2016 Ford Taurus FWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Taurus.jpg,23,NA
 2017 Ford Fusion AWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Fusion.jpg,23,NA
 2005 Ford Focus,http://www.fueleconomy.gov/feg/photos/2005_Ford_Focus.JPG,23,29.7
 2006 Ford Focus,http://www.fueleconomy.gov/feg/photos/2006_Ford_Focus.jpg,23,27.0
 2006 Ford Fusion,http://www.fueleconomy.gov/feg/photos/2006_Ford_Fusion.jpg,23,28.2
 2008 Ford Fusion,http://www.fueleconomy.gov/feg/photos/2008_Ford_Fusion.jpg,23,27.4
 2009 Ford Escape FWD,http://www.fueleconomy.gov/feg/photos/2009_Ford_Escape.jpg,23,25.0
 2009 Ford Fusion FWD,http://www.fueleconomy.gov/feg/photos/2009_Ford_Fusion.jpg,23,29.4
 2011 Ford Fusion FWD FFV,http://www.fueleconomy.gov/feg/photos/2011_Ford_Fusion.jpg,23,NA
 2012 Ford Fusion FWD FFV,http://www.fueleconomy.gov/feg/photos/2012_Ford_Fusion.jpg,23,20.7
 2014 Ford Explorer FWD,http://www.fueleconomy.gov/feg/photos/2014_Ford_Explorer.jpg,23,23.1
 2014 Ford Transit Connect Wagon FWD,http://www.fueleconomy.gov/feg/photos/2014_Ford_Transit_Connect_Wagon.jpg,23,NA
 2015 Ford Edge AWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Edge.jpg,23,22.0
 2015 Ford Transit Connect Wagon FWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Transit_Connect_Wagon.jpg,23,NA
 2016 Ford Edge AWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Edge.jpg,23,19.6
 2017 Ford Mustang Convertible,http://www.fueleconomy.gov/feg/photos/2016_Ford_Mustang_GT_Conv.jpg,23,NA
 2017 Ford Mustang Performance Package,http://www.fueleconomy.gov/feg/photos/2016_Ford_Mustang_GT.jpg,23,NA
 2012 Ford Explorer FWD,http://www.fueleconomy.gov/feg/photos/2012_Ford_Explorer.jpg,23,19.0
 2013 Ford Explorer FWD,http://www.fueleconomy.gov/feg/photos/2013_Ford_Explorer.jpg,23,21.9
 2014 Ford Transit Connect Wagon LWB FWD,http://www.fueleconomy.gov/feg/photos/nophoto.gif,23,17.0
 2015 Ford Explorer FWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Explorer.jpg,23,NA
 2015 Ford Transit Connect Wagon LWB FWD,http://www.fueleconomy.gov/feg/photos/nophoto.gif,23,NA
 2016 Ford Transit Connect Van 2WD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Transit_Connect.jpg,23,NA
 2016 Ford Transit Connect Van FFV,http://www.fueleconomy.gov/feg/photos/2016_Ford_Transit_Connect.jpg,23,NA
 2017 Ford Edge AWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Edge.jpg,23,NA
 2017 Ford Escape AWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Escape.jpg,23,NA
 2017 Ford Transit Connect Van 2WD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Transit_Connect.jpg,23,NA
 2017 Ford Transit Connect Van FFV,http://www.fueleconomy.gov/feg/photos/2016_Ford_Transit_Connect.jpg,23,NA
 2012 Ford Escape AWD,http://www.fueleconomy.gov/feg/photos/2012_Ford_Escape.jpg,23,22.6
 2011 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2011_Ford_Mustang.jpg,23,25.4
 2012 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2012_Ford_Mustang.jpg,23,25.5
 2013 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2013_Ford_Mustang_Boss302.jpg,23,25.7
 2014 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2014_Ford_Mustang.jpg,23,28.0
 2011 Ford Mustang Convertible,http://www.fueleconomy.gov/feg/photos/2011_Ford_Mustang_Conv.jpg,23,28.0
 2012 Ford Mustang Convertible,http://www.fueleconomy.gov/feg/photos/2012_Ford_Mustang_GT_Conv.jpg,23,24.3
 2013 Ford Mustang Convertible,http://www.fueleconomy.gov/feg/photos/2013_Ford_Mustang_GT_Conv.jpg,23,25.3
 2014 Ford Mustang Convertible,http://www.fueleconomy.gov/feg/photos/2014_Ford_Mustang_Conv.jpg,23,28.2
 2014 Ford Taurus FWD,http://www.fueleconomy.gov/feg/photos/2014_Ford_Taurus.jpg,23,25.4
 2014 Ford Taurus FWD FFV,http://www.fueleconomy.gov/feg/photos/2014_Ford_Taurus.jpg,23,NA
 2015 Ford Taurus FWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Taurus.jpg,23,NA
 2015 Ford Taurus FWD FFV,http://www.fueleconomy.gov/feg/photos/2015_Ford_Taurus.jpg,23,28.4
 2011 Ford Transit Connect,http://www.fueleconomy.gov/feg/photos/2011_Ford_Transit_Connect.jpg,22,NA
 2008 Ford Escape FWD,http://www.fueleconomy.gov/feg/photos/2008_Ford_Escape.jpg,22,24.0
 2010 Ford Escape 4WD,http://www.fueleconomy.gov/feg/photos/2010_Ford_Escape.jpg,22,24.8
 2011 Ford Escape 4WD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Escape.jpg,22,27.3
 2007 Ford Escape 4WD,http://www.fueleconomy.gov/feg/photos/2007_Ford_Escape.jpg,22,26.0
 2013 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2013_Ford_Mustang_Boss302.jpg,22,24.2
 2014 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2014_Ford_Mustang.jpg,22,23.6
 2011 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2011_Ford_Mustang.jpg,22,26.5
 2012 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2012_Ford_Mustang.jpg,22,32.1
 2013 Ford Taurus FWD,http://www.fueleconomy.gov/feg/photos/2013_Ford_Taurus.jpg,22,22.7
 2013 Ford Taurus FWD FFV,http://www.fueleconomy.gov/feg/photos/2013_Ford_Taurus.jpg,22,19.6
 2010 Ford Fusion FWD FFV,http://www.fueleconomy.gov/feg/photos/2010_Ford_Fusion.jpg,22,24.3
 2012 Ford Edge FWD,http://www.fueleconomy.gov/feg/photos/2012_Ford_Edge.jpg,22,21.1
 2013 Ford Edge FWD,http://www.fueleconomy.gov/feg/photos/2013_Ford_Edge.jpg,22,18.5
 2014 Ford Edge FWD,http://www.fueleconomy.gov/feg/photos/2014_Ford_Edge.jpg,22,21.0
 2015 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2015_Ford_Mustang.jpg,22,NA
 2016 Ford Explorer FWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Explorer.jpg,22,NA
 2016 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2016_Ford_Mustang_GT.jpg,22,26.0
 2016 Ford Transit Connect Wagon FFV,http://www.fueleconomy.gov/feg/photos/2015_Ford_Transit_Connect_Wagon.jpg,22,NA
 2016 Ford Transit Connect Wagon FWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Transit_Connect_Wagon.jpg,22,NA
 2016 Ford Transit Connect Wagon LWB FFV,http://www.fueleconomy.gov/feg/photos/2016_Ford_Transit_HR_LWB.jpg,22,NA
 2016 Ford Transit Connect Wagon LWB FWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Transit_HR_LWB.jpg,22,17.2
 2017 Ford Explorer FWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Explorer.jpg,22,NA
 2017 Ford Transit Connect Wagon FFV,http://www.fueleconomy.gov/feg/photos/2015_Ford_Transit_Connect_Wagon.jpg,22,NA
 2017 Ford Transit Connect Wagon FWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Transit_Connect_Wagon.jpg,22,NA
 2017 Ford Transit Connect Wagon LWB FFV,http://www.fueleconomy.gov/feg/photos/2016_Ford_Transit_HR_LWB.jpg,22,NA
 2017 Ford Transit Connect Wagon LWB FWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Transit_HR_LWB.jpg,22,NA
 2015 Ford F150 Pickup 2WD,http://www.fueleconomy.gov/feg/photos/2015_Ford_F150.jpg,22,22.2
 2017 Ford F150 Pickup 2WD,http://www.fueleconomy.gov/feg/photos/2016_Ford_F150.jpg,22,NA
 2016 Ford Focus RS AWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Focus.jpg,22,NA
 2017 Ford Focus RS AWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Focus.jpg,22,NA
 2008 Ford Taurus FWD,http://www.fueleconomy.gov/feg/photos/2008_Ford_Taurus.jpg,22,23.2
 2010 Ford Taurus FWD,http://www.fueleconomy.gov/feg/photos/2010_Ford_Taurus.jpg,22,22.1
 2011 Ford Taurus FWD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Taurus.jpg,22,25.3
 2012 Ford Taurus FWD,http://www.fueleconomy.gov/feg/photos/2012_Ford_Taurus.jpg,22,23.0
 2007 Ford Escape FWD,http://www.fueleconomy.gov/feg/photos/2007_Ford_Escape.jpg,21,21.9
 2006 Ford Escape FWD,http://www.fueleconomy.gov/feg/photos/2006_Ford_Escape.jpg,21,24.4
 2011 Ford Edge FWD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Edge.jpg,21,25.4
 2005 Ford Five Hundred FWD,http://www.fueleconomy.gov/feg/photos/2005_Ford_Five_Hundred.jpg,21,21.7
 2006 Ford Five Hundred FWD,http://www.fueleconomy.gov/feg/photos/2006_Ford_Five_Hundred.jpg,21,23.7
 2007 Ford Five Hundred FWD,http://www.fueleconomy.gov/feg/photos/2007_Ford_Five_Hundred.jpg,21,24.8
 2011 Ford Edge FWD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Edge.jpg,21,21.7
 2012 Ford Edge FWD,http://www.fueleconomy.gov/feg/photos/2012_Ford_Edge.jpg,21,NA
 2013 Ford Edge FWD,http://www.fueleconomy.gov/feg/photos/2013_Ford_Edge.jpg,21,NA
 2009 Ford Escape 4WD,http://www.fueleconomy.gov/feg/photos/2009_Ford_Escape.jpg,21,19.5
 2010 Ford Escape FWD FFV,http://www.fueleconomy.gov/feg/photos/2010_Ford_Escape.jpg,21,23.0
 2011 Ford Escape FWD FFV,http://www.fueleconomy.gov/feg/photos/2011_Ford_Escape.jpg,21,27.9
 2012 Ford Escape FWD FFV,http://www.fueleconomy.gov/feg/photos/2012_Ford_Escape.jpg,21,23.5
 2016 Ford F150 Pickup 2WD,http://www.fueleconomy.gov/feg/photos/2016_Ford_F150.jpg,21,NA
 2005 Ford Escape 4WD,http://www.fueleconomy.gov/feg/photos/2005_Ford_Escape.JPG,21,NA
 2005 Ford Ranger Pickup 2WD,http://www.fueleconomy.gov/feg/photos/2005_Ford_Ranger.jpg,21,NA
 2006 Ford Escape 4WD,http://www.fueleconomy.gov/feg/photos/2006_Ford_Escape.jpg,21,25.0
 2006 Ford Ranger Pickup 2WD,http://www.fueleconomy.gov/feg/photos/2006_Ford_Ranger.jpg,21,24.3
 2007 Ford Ranger Pickup 2WD,http://www.fueleconomy.gov/feg/photos/2007_Ford_Ranger.jpg,21,21.0
 2008 Ford Escape 4WD,http://www.fueleconomy.gov/feg/photos/2008_Ford_Escape.jpg,21,22.1
 2008 Ford Ranger Pickup 2WD,http://www.fueleconomy.gov/feg/photos/2008_Ford_Ranger.jpg,21,19.7
 2009 Ford Ranger Pickup 2WD,http://www.fueleconomy.gov/feg/photos/2009_Ford_Ranger.jpg,21,23.0
 2010 Ford Ranger 2WD,http://www.fueleconomy.gov/feg/photos/2010_Ford_Ranger.jpg,21,24.0
 2017 Ford F150 2WD BASE PAYLOAD LT TIRE,http://www.fueleconomy.gov/feg/photos/2016_Ford_F150.jpg,21,NA
 2005 Ford Escape 2WD,http://www.fueleconomy.gov/feg/photos/2005_Ford_Escape.JPG,21,21.8
 2009 Ford Taurus FWD,http://www.fueleconomy.gov/feg/photos/2009_Ford_Taurus.jpg,21,23.5
 2006 Ford Fusion,http://www.fueleconomy.gov/feg/photos/2006_Ford_Fusion.jpg,21,21.0
 2010 Ford Fusion FWD,http://www.fueleconomy.gov/feg/photos/2010_Ford_Fusion.jpg,21,20.4
 2010 Ford Taurus FWD,http://www.fueleconomy.gov/feg/photos/2010_Ford_Taurus.jpg,21,25.6
 2012 Ford Fusion FWD,http://www.fueleconomy.gov/feg/photos/2012_Ford_Fusion.jpg,21,NA
 2012 Ford Taurus FWD,http://www.fueleconomy.gov/feg/photos/2012_Ford_Taurus.jpg,21,21.5
 2015 Ford Edge FWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Edge.jpg,21,29.0
 2016 Ford Taurus FWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Taurus.jpg,21,NA
 2016 Ford Taurus FWD FFV,http://www.fueleconomy.gov/feg/photos/2016_Ford_Taurus.jpg,21,NA
 2017 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2016_Ford_Mustang_GT.jpg,21,NA
 2017 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2016_Ford_Mustang_GT.jpg,21,NA
 2007 Ford Fusion,http://www.fueleconomy.gov/feg/photos/2007_Ford_Fusion.jpg,21,21.4
 2008 Ford Fusion,http://www.fueleconomy.gov/feg/photos/2008_Ford_Fusion.jpg,21,23.3
 2009 Ford Escape FWD,http://www.fueleconomy.gov/feg/photos/2009_Ford_Escape.jpg,21,23.0
 2009 Ford Fusion FWD,http://www.fueleconomy.gov/feg/photos/2009_Ford_Fusion.jpg,21,23.2
 2010 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2010_Ford_Mustang_Conv.jpg,21,NA
 2011 Ford Fusion FWD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Fusion.jpg,21,21.1
 2011 Ford Taurus FWD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Taurus.jpg,21,NA
 2013 Ford Taurus AWD,http://www.fueleconomy.gov/feg/photos/2013_Ford_Taurus.jpg,21,NA
 2013 Ford Taurus AWD FFV,http://www.fueleconomy.gov/feg/photos/2013_Ford_Taurus.jpg,21,24.3
 2014 Ford Taurus AWD,http://www.fueleconomy.gov/feg/photos/2014_Ford_Taurus.jpg,21,NA
 2014 Ford Taurus AWD FFV,http://www.fueleconomy.gov/feg/photos/2014_Ford_Taurus.jpg,21,NA
 2015 Ford Edge FWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Edge.jpg,21,NA
 2015 Ford Taurus AWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Taurus.jpg,21,NA
 2015 Ford Taurus AWD FFV,http://www.fueleconomy.gov/feg/photos/2015_Ford_Taurus.jpg,21,NA
 2016 Ford Edge FWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Edge.jpg,21,NA
 2016 Ford Explorer AWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Explorer.jpg,21,16.8
 2010 Ford Fusion AWD FFV,http://www.fueleconomy.gov/feg/photos/2010_Ford_Fusion.jpg,21,19.2
 2011 Ford Edge AWD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Edge.jpg,21,NA
 2014 Ford Edge FWD,http://www.fueleconomy.gov/feg/photos/2014_Ford_Edge.jpg,21,NA
 2017 Ford Explorer AWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Explorer.jpg,21,NA
 2017 Ford F150 Pickup 2WD,http://www.fueleconomy.gov/feg/photos/2016_Ford_F150.jpg,21,NA
 2016 Ford F150 2.7L 2WD GVWR&gt;6649 LBS PAYLOAD PACKAGE,http://www.fueleconomy.gov/feg/photos/2016_Ford_F150.jpg,21,24.0
 2017 Ford F150 2.7L 2WD GVWR&gt;6649 LBS,http://www.fueleconomy.gov/feg/photos/2016_Ford_F150.jpg,21,NA
 2015 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2015_Ford_Mustang.jpg,21,NA
 2016 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2016_Ford_Mustang_GT.jpg,21,NA
 2011 Ford Ranger 2WD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Ranger.jpg,20,18.9
 2005 Ford Five Hundred FWD,http://www.fueleconomy.gov/feg/photos/2005_Ford_Five_Hundred.jpg,20,22.0
 2005 Ford Freestyle FWD,http://www.fueleconomy.gov/feg/photos/2005_Ford_Freestyle.JPG,20,21.5
 2005 Ford Taurus,http://www.fueleconomy.gov/feg/photos/2005_Ford_Taurus.jpg,20,23.6
 2005 Ford Taurus,http://www.fueleconomy.gov/feg/photos/2005_Ford_Taurus.jpg,20,25.0
 2006 Ford Five Hundred FWD,http://www.fueleconomy.gov/feg/photos/2006_Ford_Five_Hundred.jpg,20,19.9
 2006 Ford Freestyle FWD,http://www.fueleconomy.gov/feg/photos/2006_Ford_Freestyle.jpg,20,22.1
 2006 Ford Taurus,http://www.fueleconomy.gov/feg/photos/2006_Ford_Taurus.jpg,20,23.8
 2007 Ford Freestyle FWD,http://www.fueleconomy.gov/feg/photos/2007_Ford_Freestyle.jpg,20,21.9
 2007 Ford Taurus,http://www.fueleconomy.gov/feg/photos/2006_Ford_Taurus.jpg,20,22.9
 2010 Ford Edge FWD,http://www.fueleconomy.gov/feg/photos/2010_Ford_Edge.jpg,20,19.9
 2011 Ford Edge AWD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Edge.jpg,20,16.4
 2011 Ford Edge FWD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Edge.jpg,20,NA
 2011 Ford Explorer FWD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Explorer.jpg,20,NA
 2011 Ford Explorer FWD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Explorer.jpg,20,21.8
 2011 Ford Fusion AWD FFV,http://www.fueleconomy.gov/feg/photos/2011_Ford_Fusion.jpg,20,NA
 2011 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2011_Ford_Mustang.jpg,20,21.5
 2012 Ford Edge AWD,http://www.fueleconomy.gov/feg/photos/2012_Ford_Edge.jpg,20,20.5
 2012 Ford Explorer FWD,http://www.fueleconomy.gov/feg/photos/2012_Ford_Explorer.jpg,20,20.4
 2012 Ford Fusion AWD FFV,http://www.fueleconomy.gov/feg/photos/2012_Ford_Fusion.jpg,20,26.6
 2012 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2012_Ford_Mustang.jpg,20,21.5
 2013 Ford Edge AWD,http://www.fueleconomy.gov/feg/photos/2013_Ford_Edge.jpg,20,NA
 2013 Ford Edge AWD,http://www.fueleconomy.gov/feg/photos/2013_Ford_Edge.jpg,20,NA
 2013 Ford Flex FWD,http://www.fueleconomy.gov/feg/photos/2013_Ford_Flex.jpg,20,NA
 2013 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2013_Ford_Mustang_Boss302.jpg,20,NA
 2014 Ford Edge AWD,http://www.fueleconomy.gov/feg/photos/2014_Ford_Edge.jpg,20,NA
 2014 Ford Flex FWD,http://www.fueleconomy.gov/feg/photos/2014_Ford_Flex.jpg,20,20.2
 2014 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2014_Ford_Mustang.jpg,20,20.4
 2015 Ford Flex FWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Flex.jpg,20,NA
 2008 Ford Escape FWD,http://www.fueleconomy.gov/feg/photos/2008_Ford_Escape.jpg,20,20.0
 2015 Ford F150 Pickup 2WD FFV,http://www.fueleconomy.gov/feg/photos/2015_Ford_F150.jpg,20,NA
 2016 Ford F150 Pickup 2WD FFV,http://www.fueleconomy.gov/feg/photos/2016_Ford_F150.jpg,20,20.0
 2017 Ford F150 Pickup 2WD FFV,http://www.fueleconomy.gov/feg/photos/2016_Ford_F150.jpg,20,NA
 2006 Ford Escape FWD,http://www.fueleconomy.gov/feg/photos/2006_Ford_Escape.jpg,20,21.9
 2007 Ford Escape 4WD,http://www.fueleconomy.gov/feg/photos/2007_Ford_Escape.jpg,20,25.7
 2007 Ford Escape FWD,http://www.fueleconomy.gov/feg/photos/2007_Ford_Escape.jpg,20,21.4
 2010 Ford Escape 4WD FFV,http://www.fueleconomy.gov/feg/photos/2010_Ford_Escape.jpg,20,NA
 2011 Ford Escape 4WD FFV,http://www.fueleconomy.gov/feg/photos/2011_Ford_Escape.jpg,20,19.9
 2012 Ford Escape AWD FFV,http://www.fueleconomy.gov/feg/photos/2012_Ford_Escape.jpg,20,21.0
 2015 Ford F150 Pickup 4WD,http://www.fueleconomy.gov/feg/photos/2015_Ford_F150.jpg,20,22.1
 2016 Ford F150 Pickup 4WD,http://www.fueleconomy.gov/feg/photos/2016_Ford_F150.jpg,20,NA
 2017 Ford F150 2WD BASE PAYLOAD LT TIRE,http://www.fueleconomy.gov/feg/photos/2016_Ford_F150.jpg,20,NA
 2017 Ford F150 Pickup 4WD,http://www.fueleconomy.gov/feg/photos/2016_Ford_F150.jpg,20,NA
 2006 Ford Escape 4WD,http://www.fueleconomy.gov/feg/photos/2006_Ford_Escape.jpg,20,22.1
 2005 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2005_Ford_Mustang.jpg,20,23.3
 2006 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2006_Ford_Mustang.jpg,20,27.0
 2008 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2008_Ford_Mustang.jpg,20,24.2
 2009 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2009_Ford_Mustang_Conv.jpg,20,NA
 2011 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2011_Ford_Mustang.jpg,20,18.4
 2012 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2012_Ford_Mustang.jpg,20,19.4
 2017 Ford Edge FWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Edge.jpg,20,NA
 2017 Ford Fusion AWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Fusion.jpg,20,NA
 2005 Ford Taurus,http://www.fueleconomy.gov/feg/photos/2005_Ford_Taurus.jpg,20,21.9
 2006 Ford Taurus,http://www.fueleconomy.gov/feg/photos/2006_Ford_Taurus.jpg,20,24.3
 2007 Ford Mustang,http://www.fueleconomy.gov/feg/photos/2007_Ford_Mustang.jpg,20,30.2
 2008 Ford Fusion AWD,http://www.fueleconomy.gov/feg/photos/2008_Ford_Fusion.jpg,20,23.4
 2009 Ford Fusion AWD,http://www.fueleconomy.gov/feg/photos/2009_Ford_Fusion.jpg,20,20.2
 2010 Ford Taurus AWD,http://www.fueleconomy.gov/feg/photos/2010_Ford_Taurus.jpg,20,19.9
 2010 Ford Taurus AWD,http://www.fueleconomy.gov/feg/photos/2010_Ford_Taurus.jpg,20,27.8
 2011 Ford Taurus AWD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Taurus.jpg,20,19.8
 2011 Ford Taurus AWD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Taurus.jpg,20,23.2
 2012 Ford Taurus AWD,http://www.fueleconomy.gov/feg/photos/2012_Ford_Taurus.jpg,20,NA
 2013 Ford Taurus AWD,http://www.fueleconomy.gov/feg/photos/2013_Ford_Taurus.jpg,20,NA
 2014 Ford Taurus AWD,http://www.fueleconomy.gov/feg/photos/2014_Ford_Taurus.jpg,20,NA
 2015 Ford Taurus AWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Taurus.jpg,20,NA
 2009 Ford Escape 4WD,http://www.fueleconomy.gov/feg/photos/2009_Ford_Escape.jpg,20,21.3
 2010 Ford Flex FWD,http://www.fueleconomy.gov/feg/photos/2010_Ford_Flex.jpg,20,20.0
 2012 Ford Taurus AWD,http://www.fueleconomy.gov/feg/photos/2012_Ford_Taurus.jpg,20,NA
 2013 Ford Explorer 2WD FFV,http://www.fueleconomy.gov/feg/photos/2013_Ford_Explorer.jpg,20,21.4
 2013 Ford Explorer FWD,http://www.fueleconomy.gov/feg/photos/2013_Ford_Explorer.jpg,20,NA
 2014 Ford Explorer 2WD FFV,http://www.fueleconomy.gov/feg/photos/2014_Ford_Explorer.jpg,20,NA
 2014 Ford Explorer FWD,http://www.fueleconomy.gov/feg/photos/2014_Ford_Explorer.jpg,20,30.1
 2015 Ford Edge AWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Edge.jpg,20,NA
 2015 Ford Edge AWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Edge.jpg,20,NA
 2015 Ford Explorer 2WD FFV,http://www.fueleconomy.gov/feg/photos/2015_Ford_Explorer.jpg,20,19.5
 2015 Ford Explorer FWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Explorer.jpg,20,NA
 2015 Ford F150 Pickup 2WD,http://www.fueleconomy.gov/feg/photos/2015_Ford_F150.jpg,20,18.3
 2016 Ford Edge AWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Edge.jpg,20,NA
 2016 Ford Edge AWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Edge.jpg,20,15.1
 2016 Ford Explorer 2WD FFV,http://www.fueleconomy.gov/feg/photos/2016_Ford_Explorer.jpg,20,NA
 2016 Ford Explorer FWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Explorer.jpg,20,NA
 2016 Ford F150 Pickup 2WD,http://www.fueleconomy.gov/feg/photos/2016_Ford_F150.jpg,20,NA
 2017 Ford Edge AWD,http://www.fueleconomy.gov/feg/photos/2015_Ford_Edge.jpg,20,NA
 2017 Ford Explorer 2WD FFV,http://www.fueleconomy.gov/feg/photos/2016_Ford_Explorer.jpg,20,NA
 2017 Ford Explorer FWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Explorer.jpg,20,NA
 2017 Ford F150 Pickup 4WD,http://www.fueleconomy.gov/feg/photos/2016_Ford_F150.jpg,20,NA
 2016 Ford F150 2.7L 4WD GVWR&gt;6799 LBS PAYLOAD PACKAGE,http://www.fueleconomy.gov/feg/photos/2016_Ford_F150.jpg,19,17.7
 2017 Ford F150 2.7L 4WD GVWR&gt;6649 LBS,http://www.fueleconomy.gov/feg/photos/2016_Ford_F150.jpg,19,NA
 2005 Ford Taurus Wagon,http://www.fueleconomy.gov/feg/photos/nophoto.gif,19,NA
 2005 Ford Taurus Wagon,http://www.fueleconomy.gov/feg/photos/nophoto.gif,19,NA
 2007 Ford Fusion AWD,http://www.fueleconomy.gov/feg/photos/2007_Ford_Fusion.jpg,19,20.2
 2008 Ford Taurus AWD,http://www.fueleconomy.gov/feg/photos/2008_Ford_Taurus.jpg,19,15.4
 2009 Ford Edge FWD,http://www.fueleconomy.gov/feg/photos/2009_Ford_Edge_Sport.jpg,19,21.0
 2009 Ford Flex FWD,http://www.fueleconomy.gov/feg/photos/2009_Ford_Flex.jpg,19,22.4
 2009 Ford Taurus AWD,http://www.fueleconomy.gov/feg/photos/2009_Ford_Taurus.jpg,19,NA
 2009 Ford Taurus X FWD,http://www.fueleconomy.gov/feg/photos/2009_Ford_Taurus_X.jpg,19,14.7
 2010 Ford Fusion AWD,http://www.fueleconomy.gov/feg/photos/2010_Ford_Fusion.jpg,19,23.4
 2011 Ford Flex FWD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Flex.jpg,19,NA
 2011 Ford Fusion AWD,http://www.fueleconomy.gov/feg/photos/2011_Ford_Fusion.jpg,19,20.7
 2012 Ford Flex FWD,http://www.fueleconomy.gov/feg/photos/2012_Ford_Flex.jpg,19,NA
 2012 Ford Fusion AWD,http://www.fueleconomy.gov/feg/photos/2012_Ford_Fusion.jpg,19,NA
 2016 Ford Taurus AWD,http://www.fueleconomy.gov/feg/photos/2016_Ford_Taurus.jpg,19,NA
 2016 Ford Taurus AWD FFV,http://www.fueleconomy.gov/feg/photos/2016_Ford_Taurus.jpg,19,NA
